Guest_ID,Stay_Duration_Days,Daily_Spend_ADR,Total_Spend
G3424,2,331.72,663.45
G1281,6,135.93,815.59
G0558,5,116.23,581.15
G0375,8,98.17,785.39
G1722,5,120.18,600.9
G3667,1,328.3,328.3
G3934,1,319.16,319.16
G5985,1,339.64,339.64
G4511,3,315.57,946.7
G3650,2,333.22,666.45
G4287,2,328.6,657.19
G0885,6,114.36,686.16
G2079,5,118.34,591.72
G2766,6,111.81,670.87
G0543,6,123.79,742.77
G0823,8,114.55,916.41
G4419,1,342.82,342.82
G1764,4,118.84,475.37
G4227,1,320.06,320.06
G1863,6,108.13,648.78
G4837,2,319.66,639.32
G1273,4,101.41,405.66
G5845,2,331.07,662.14
G2563,5,108.75,543.77
G2839,8,102.72,821.79
G0736,6,113.78,682.68
G2474,4,110.0,439.99
G4092,3,312.91,938.74
G1502,5,101.47,507.37
G1522,6,125.74,754.46
G3413,1,338.38,338.38
G1071,5,120.72,603.6
G1417,6,117.62,705.72
G1936,4,120.43,481.74
G0085,5,113.14,565.71
G3775,1,325.47,325.47
G2646,5,97.57,487.85
G3455,1,341.67,341.67
G0416,5,113.53,567.65
G3249,1,349.95,349.95
G0957,6,114.07,684.42
G2737,5,120.79,603.97
G4389,2,357.17,714.35
G1937,6,115.03,690.19
G2854,6,105.21,631.28
G4753,2,296.27,592.55
G0150,6,106.03,636.2
G1189,6,110.83,665.0
G0328,6,109.11,654.64
G5673,1,310.12,310.12
G2583,5,131.44,657.18
G3692,1,325.47,325.47
G2029,6,127.88,767.28
G0666,6,102.42,614.53
G0827,7,103.24,722.67
G4848,2,349.43,698.85
G3931,1,319.42,319.42
G3842,1,350.02,350.02
G4065,2,309.53,619.06
G4311,1,331.49,331.49
G0357,5,115.79,578.93
G4588,2,334.82,669.65
G4501,3,353.12,1059.36
G3325,1,308.32,308.32
G0930,5,116.72,583.61
G4482,2,326.31,652.62
G2797,6,145.98,875.9
G1497,8,106.95,855.59
G5047,1,351.83,351.83
G5540,2,350.55,701.1
G2116,5,120.19,600.97
G3778,2,332.49,664.98
G3880,1,355.69,355.69
G5511,2,345.13,690.25
G4506,1,341.46,341.46
G1746,6,112.15,672.89
G5984,2,325.49,650.97
G3468,1,302.11,302.11
G0943,6,109.03,654.18
G1357,5,117.27,586.35
G1895,5,104.36,521.79
G0245,4,113.27,453.09
G4974,1,337.4,337.4
G2253,4,110.33,441.33
G4262,2,343.42,686.85
G2790,6,115.95,695.68
G3954,1,315.59,315.59
G4550,3,340.69,1022.06
G2086,4,138.25,552.99
G2162,6,94.25,565.52
G5541,1,320.38,320.38
G5946,1,330.66,330.66
G0333,6,130.9,785.39
G5917,3,341.61,1024.82
G0016,5,125.38,626.92
G3056,2,319.65,639.29
G0028,6,119.49,716.95
G2419,6,109.3,655.78
G4322,1,338.99,338.99
G5329,2,318.05,636.1
G2489,6,107.89,647.31
G5168,2,344.45,688.9
G1106,4,117.43,469.72
G5112,1,344.49,344.49
G5065,1,349.07,349.07
G2705,6,111.57,669.41
G1603,5,131.35,656.75
G5983,1,292.15,292.15
G3434,1,320.45,320.45
G5408,1,352.81,352.81
G4704,2,349.08,698.17
G0219,5,107.65,538.23
G1315,6,110.91,665.44
G0409,6,112.78,676.65
G2656,6,106.94,641.65
G0365,6,107.91,647.46
G4125,2,325.81,651.61
G4671,2,341.7,683.39
G4966,1,327.45,327.45
G4452,2,318.1,636.2
G4653,1,324.19,324.19
G0024,4,126.54,506.16
G0646,5,103.86,519.3
G1380,7,107.24,750.65
G3448,1,321.71,321.71
G0535,5,135.96,679.79
G1286,4,117.03,468.13
G1894,5,113.76,568.8
G4089,2,341.55,683.1
G3748,2,312.65,625.29
G1655,6,122.03,732.21
G4100,1,321.25,321.25
G5937,1,341.88,341.88
G1313,7,119.95,839.63
G3649,2,334.72,669.45
G4935,1,333.72,333.72
G3248,2,315.13,630.27
G4768,1,353.68,353.68
G1277,8,109.02,872.12
G1682,5,109.24,546.18
G2440,4,114.4,457.6
G0676,5,115.73,578.64
G2578,6,116.93,701.6
G4890,1,339.7,339.7
G5020,2,349.62,699.24
G3035,1,329.56,329.56
G4984,3,338.06,1014.17
G2236,6,135.68,814.09
G5478,1,331.61,331.61
G3672,1,335.83,335.83
G2693,5,118.32,591.58
G4335,2,333.0,666.0
G4888,1,317.33,317.33
G3795,1,321.14,321.14
G5827,1,355.21,355.21
G2333,4,117.56,470.25
G1262,6,112.13,672.79
G3391,1,328.21,328.21
G5517,1,325.35,325.35
G0482,5,90.0,450.0
G0861,6,110.48,662.88
G0269,5,117.31,586.57
G3089,2,328.03,656.07
G1294,6,112.92,677.49
G0669,3,113.58,340.74
G0635,4,119.22,476.86
G0871,5,101.1,505.49
G1939,7,124.83,873.79
G1745,5,131.04,655.22
G0852,5,119.94,599.68
G0813,7,106.44,745.05
G4232,3,312.04,936.11
G1460,6,121.62,729.72
G5684,2,331.17,662.34
G0136,7,119.43,836.01
G2102,5,120.02,600.08
G1307,6,108.7,652.2
G3134,2,334.11,668.22
G3212,2,316.14,632.27
G1230,8,115.09,920.68
G0126,8,122.4,979.17
G2574,5,111.25,556.27
G3323,1,331.45,331.45
G3334,1,343.08,343.08
G1248,5,136.96,684.81
G5986,2,340.81,681.62
G3239,1,317.42,317.42
G3186,1,329.01,329.01
G3388,1,356.2,356.2
G4070,1,324.71,324.71
G3412,1,316.39,316.39
G5869,2,335.05,670.11
G4136,2,322.87,645.73
G5821,2,321.81,643.62
G2739,7,108.72,761.03
G0458,4,111.24,444.95
G3550,2,299.2,598.4
G3533,2,307.12,614.23
G0536,6,130.94,785.67
G0250,6,96.42,578.53
G5256,2,339.31,678.62
G2335,6,107.28,643.7
G1400,5,124.43,622.14
G3689,1,329.73,329.73
G3175,2,346.57,693.15
G4290,1,318.73,318.73
G5887,2,328.19,656.38
G2126,6,108.16,648.98
G5299,1,325.49,325.49
G5896,3,326.29,978.88
G0638,6,118.7,712.2
G1923,4,120.87,483.5
G5656,1,319.65,319.65
G3709,2,309.83,619.65
G2348,5,92.99,464.94
G4543,2,331.04,662.07
G1013,8,105.15,841.2
G5699,1,336.43,336.43
G1485,6,114.66,687.96
G4315,1,320.19,320.19
G1439,6,111.59,669.56
G4719,1,352.41,352.41
G3651,2,346.85,693.7
G3621,1,335.44,335.44
G0487,5,130.3,651.51
G0680,7,114.16,799.14
G2881,3,90.96,272.89
G2036,8,138.94,1111.55
G1354,6,98.27,589.63
G2599,7,116.13,812.94
G4805,1,343.96,343.96
G4516,2,344.49,688.98
G3195,1,314.87,314.87
G2647,5,108.92,544.62
G3516,1,309.8,309.8
G0856,5,113.49,567.44
G1945,6,132.48,794.89
G2894,6,99.8,598.78
G5891,1,324.6,324.6
G2003,5,97.04,485.22
G0746,5,113.18,565.92
G3867,2,334.82,669.65
G5509,1,347.78,347.78
G5174,1,325.13,325.13
G0417,7,123.41,863.85
G0652,7,120.51,843.56
G0836,6,111.02,666.15
G0080,4,112.51,450.06
G1135,5,113.89,569.46
G4696,2,313.85,627.69
G2935,6,131.73,790.41
G0702,7,129.53,906.68
G1055,5,104.8,524.02
G0491,5,111.73,558.65
G1942,5,112.94,564.72
G3945,1,327.11,327.11
G1309,7,113.03,791.22
G5454,1,314.51,314.51
G2353,6,116.68,700.05
G5867,2,329.0,658.0
G5982,2,325.73,651.46
G5000,3,325.73,977.18
G4701,2,321.63,643.25
G0123,7,119.91,839.38
G0185,5,107.2,535.99
G5087,1,333.31,333.31
G5748,1,284.49,284.49
G1800,6,122.39,734.35
G2135,5,99.18,495.89
G0081,5,127.01,635.03
G4762,2,336.5,673.0
G0336,5,101.58,507.89
G1016,6,109.21,655.25
G4091,1,323.42,323.42
G2375,7,119.32,835.21
G0668,7,120.9,846.33
G1376,5,121.46,607.3
G4431,2,323.66,647.33
G1506,5,118.79,593.97
G4146,2,346.77,693.54
G1550,7,112.69,788.83
G4246,1,322.2,322.2
G3911,1,333.28,333.28
G3706,1,317.87,317.87
G1225,5,101.27,506.33
G5144,1,350.19,350.19
G0639,4,113.76,455.05
G4705,1,338.82,338.82
G4442,3,321.88,965.63
G5944,2,336.89,673.79
G5050,2,362.57,725.14
G4919,1,314.65,314.65
G2688,4,110.02,440.09
G4229,2,322.01,644.01
G1646,6,131.16,786.98
G5131,1,306.36,306.36
G1934,5,126.22,631.12
G3591,1,343.15,343.15
G3782,2,346.07,692.14
G4822,2,329.04,658.07
G0340,5,132.96,664.82
G5363,1,317.08,317.08
G3985,1,312.11,312.11
G4266,1,336.01,336.01
G2065,6,122.44,734.62
G3382,1,313.99,313.99
G5548,2,307.74,615.48
G3664,1,333.41,333.41
G4734,2,321.93,643.85
G3635,1,328.98,328.98
G0164,5,108.05,540.27
G2468,6,117.49,704.97
G3523,1,344.31,344.31
G5584,2,336.96,673.93
G4675,1,307.84,307.84
G4488,2,344.43,688.87
G0356,4,113.34,453.37
G2617,5,113.32,566.58
G2481,5,134.6,672.99
G3288,2,335.88,671.75
G2639,4,111.6,446.41
G2234,6,112.43,674.58
G2275,4,110.9,443.61
G2324,7,117.1,819.72
G5774,2,337.01,674.01
G4693,2,346.03,692.06
G0782,4,111.73,446.93
G1640,4,90.0,360.0
G3183,1,326.76,326.76
G1892,6,102.81,616.84
G5485,3,321.11,963.32
G1166,8,122.94,983.51
G2110,6,115.81,694.86
G3423,2,334.38,668.77
G5037,1,328.29,328.29
G3167,2,311.19,622.38
G2880,5,118.21,591.06
G4658,1,316.7,316.7
G0626,5,105.52,527.61
G5459,1,318.87,318.87
G3278,1,335.96,335.96
G2466,6,114.79,688.73
G5959,2,317.5,635.01
G2330,6,97.53,585.19
G0932,7,130.28,911.96
G3311,1,358.85,358.85
G4355,2,340.41,680.83
G2257,6,110.88,665.25
G4180,1,346.78,346.78
G4015,1,342.34,342.34
G4167,3,352.79,1058.37
G0617,6,105.14,630.85
G4505,1,330.34,330.34
G0371,6,114.23,685.35
G1438,7,112.27,785.92
G5732,1,366.69,366.69
G1546,6,120.84,725.06
G3371,1,307.41,307.41
G1698,5,127.73,638.63
G1994,6,120.67,724.01
G1232,4,128.56,514.22
G0532,4,133.58,534.31
G2577,7,108.32,758.23
G3208,2,302.36,604.71
G3192,1,302.88,302.88
G5252,1,328.45,328.45
G2350,5,115.34,576.7
G3356,1,337.24,337.24
G1621,6,110.46,662.78
G2863,4,111.65,446.61
G0585,6,115.71,694.28
G0948,5,119.28,596.41
G1221,4,91.08,364.32
G1395,5,123.4,616.98
G4627,2,349.5,699.0
G4358,1,300.13,300.13
G3218,1,334.04,334.04
G0566,5,115.52,577.58
G0176,6,107.48,644.85
G5345,1,331.68,331.68
G2680,5,110.01,550.07
G2931,6,105.33,632.0
G3515,2,333.11,666.23
G5593,3,365.0,1094.99
G0888,5,113.38,566.89
G3888,3,324.97,974.9
G2928,6,116.67,700.0
G2571,6,114.97,689.83
G3654,2,352.78,705.55
G2520,5,99.97,499.86
G3148,1,322.8,322.8
G5059,2,321.42,642.84
G4945,2,343.77,687.53
G1958,9,125.6,1130.41
G1059,6,124.62,747.72
G3256,1,322.87,322.87
G3832,1,317.78,317.78
G5766,1,340.88,340.88
G1575,6,107.51,645.04
G1350,5,109.39,546.96
G0955,5,109.19,545.97
G5072,2,305.72,611.44
G3224,3,307.05,921.16
G0266,4,134.41,537.65
G4930,1,326.87,326.87
G0110,5,96.3,481.51
G1928,5,117.39,586.93
G5453,1,302.81,302.81
G4709,1,327.26,327.26
G0009,5,125.83,629.13
G4489,2,315.21,630.43
G2897,3,99.29,297.87
G1590,6,104.2,625.21
G2292,6,119.57,717.4
G1843,5,121.86,609.28
G4330,1,345.98,345.98
G1223,6,114.94,689.67
G4618,2,326.06,652.12
G1602,7,124.37,870.62
G2128,7,114.86,804.0
G4894,1,337.87,337.87
G3743,1,308.1,308.1
G0084,5,103.83,519.14
G1592,3,116.96,350.89
G5064,2,345.11,690.21
G0515,5,119.35,596.74
G3245,1,325.5,325.5
G4958,3,333.37,1000.1
G2945,6,119.93,719.57
G1900,5,121.04,605.19
G1540,3,122.66,367.99
G4855,1,317.8,317.8
G0901,6,109.44,656.63
G1481,6,103.05,618.33
G3963,2,340.33,680.65
G5358,1,339.42,339.42
G0850,5,100.67,503.34
G3627,2,332.77,665.55
G2159,7,113.16,792.11
G1831,6,123.69,742.13
G0449,5,111.12,555.62
G0133,4,97.69,390.75
G1305,6,101.93,611.56
G3020,2,339.99,679.98
G0565,7,124.58,872.09
G5992,2,308.23,616.47
G1234,8,120.04,960.36
G3801,1,344.01,344.01
G1469,4,116.07,464.3
G1983,5,117.87,589.34
G2066,5,112.95,564.76
G2748,4,117.02,468.09
G0425,6,97.24,583.44
G4996,3,333.62,1000.86
G0496,6,134.35,806.11
G4892,2,337.1,674.2
G5921,3,340.72,1022.15
G1527,7,101.12,707.85
G4119,1,318.7,318.7
G3073,2,306.04,612.07
G0810,5,123.11,615.54
G3942,2,357.02,714.05
G5348,2,350.16,700.33
G3342,1,331.16,331.16
G3061,2,328.47,656.94
G1829,5,124.24,621.18
G0037,6,111.57,669.45
G3126,1,330.97,330.97
G1209,4,106.43,425.73
G3012,2,310.53,621.05
G4909,2,321.85,643.71
G3128,2,317.78,635.57
G1382,5,116.76,583.81
G2925,6,97.48,584.86
G1402,6,125.72,754.32
G0715,5,125.13,625.63
G3220,2,323.8,647.6
G0112,5,112.17,560.84
G5792,1,352.58,352.58
G2549,7,110.08,770.56
G5042,1,313.0,313.0
G1930,7,113.57,794.97
G0179,5,124.75,623.77
G4810,1,337.62,337.62
G2503,5,116.65,583.27
G3589,1,299.11,299.11
G5533,2,320.55,641.09
G4515,1,332.48,332.48
G5712,1,330.66,330.66
G2609,6,123.99,743.92
G0989,5,134.23,671.17
G2217,5,117.91,589.55
G5709,2,346.9,693.79
G3129,1,338.56,338.56
G3064,3,318.18,954.54
G2965,7,128.68,900.77
G5843,1,341.52,341.52
G5751,2,339.69,679.39
G1976,5,101.26,506.31
G1848,5,109.71,548.53
G0882,5,116.76,583.78
G2189,5,105.82,529.1
G2512,6,122.29,733.71
G5098,2,332.79,665.58
G1299,6,105.15,630.92
G5258,2,330.08,660.16
G0947,4,120.38,481.51
G2782,5,108.16,540.78
G1274,5,104.2,521.01
G1538,5,111.97,559.83
G5104,1,333.55,333.55
G2178,6,96.47,578.82
G2561,4,104.54,418.18
G2028,7,110.6,774.18
G3819,1,313.66,313.66
G1360,6,121.8,730.81
G0531,6,129.97,779.85
G2690,6,113.32,679.9
G3241,1,341.73,341.73
G0761,5,118.22,591.1
G0910,8,107.63,861.06
G1763,6,121.72,730.32
G1410,5,123.76,618.81
G1787,5,122.31,611.55
G5164,1,365.39,365.39
G2007,6,125.48,752.91
G5589,1,325.39,325.39
G3172,2,330.67,661.34
G4920,2,325.71,651.43
G2402,6,111.03,666.16
G1749,6,106.32,637.9
G3681,1,324.04,324.04
G1444,4,121.8,487.21
G2358,6,105.95,635.7
G2381,5,109.14,545.68
G0741,4,107.85,431.41
G0454,6,109.39,656.36
G1834,6,121.2,727.18
G4754,1,313.12,313.12
G5969,2,335.78,671.55
G5500,2,323.49,646.98
G5873,1,336.13,336.13
G2972,5,115.01,575.04
G4873,3,340.33,1020.99
G2380,6,109.43,656.57
G1473,5,127.95,639.75
G4440,2,320.11,640.22
G3234,1,328.01,328.01
G3555,1,323.54,323.54
G1027,6,107.19,643.13
G3560,2,324.96,649.93
G0111,4,103.38,413.53
G1175,5,113.25,566.23
G0672,3,123.72,371.17
G3133,3,333.66,1000.98
G1371,5,97.58,487.89
G0471,5,114.09,570.43
G2457,5,108.71,543.57
G5315,2,327.7,655.39
G0772,5,110.02,550.12
G3466,2,311.26,622.51
G3630,2,360.6,721.2
G2268,6,109.52,657.13
G4662,2,333.68,667.36
G1198,6,99.34,596.06
G1287,4,110.42,441.69
G2037,6,136.85,821.11
G4578,1,322.81,322.81
G4997,2,334.88,669.76
G5955,1,317.53,317.53
G5839,2,358.13,716.26
G5137,1,315.61,315.61
G0555,6,96.6,579.6
G0956,7,108.89,762.2
G5185,2,323.01,646.01
G1441,6,101.43,608.58
G5990,1,355.68,355.68
G5523,1,311.66,311.66
G5785,1,312.95,312.95
G4493,1,313.68,313.68
G1207,5,119.94,599.7
G5815,2,339.68,679.37
G4282,2,329.07,658.14
G1474,6,120.44,722.65
G4799,2,330.66,661.31
G3094,1,349.22,349.22
G3849,3,317.58,952.73
G0265,5,121.65,608.27
G3741,1,317.79,317.79
G1409,5,120.41,602.05
G4183,2,341.05,682.1
G4636,1,313.27,313.27
G2772,5,113.36,566.79
G4142,2,341.29,682.59
G2670,6,128.34,770.03
G5288,1,309.51,309.51
G1070,6,125.54,753.24
G3350,1,325.02,325.02
G3335,1,337.64,337.64
G5808,1,333.23,333.23
G4080,1,314.4,314.4
G2006,6,102.26,613.55
G1573,6,123.09,738.54
G4143,2,320.78,641.55
G0086,5,118.1,590.5
G4220,1,337.82,337.82
G3347,1,334.96,334.96
G2447,6,101.5,609.01
G0114,8,102.91,823.24
G0412,4,110.97,443.88
G0821,5,111.0,555.01
G4241,2,355.29,710.57
G5091,1,337.37,337.37
G0622,6,118.51,711.09
G5576,2,334.93,669.86
G0745,6,105.05,630.29
G3081,2,328.39,656.78
G0107,7,102.07,714.48
G5724,2,310.49,620.99
G0893,7,107.0,749.0
G1316,4,125.06,500.24
G4527,2,321.55,643.11
G3289,2,330.3,660.6
G1032,4,100.84,403.35
G2161,4,117.73,470.92
G1177,4,114.91,459.63
G5698,1,311.51,311.51
G2166,4,124.74,498.94
G5387,2,342.76,685.53
G1047,6,122.01,732.04
G1585,6,113.12,678.7
G1426,4,103.67,414.69
G2280,6,115.79,694.74
G2417,6,111.18,667.05
G3139,2,320.83,641.67
G0950,6,102.21,613.26
G3921,2,314.56,629.11
G3903,2,313.24,626.48
G1773,5,121.46,607.28
G4781,1,311.3,311.3
G5359,1,319.79,319.79
G1288,6,116.86,701.14
G3949,1,327.03,327.03
G3191,2,315.91,631.81
G2622,6,97.21,583.24
G5100,2,327.02,654.04
G0052,5,107.91,539.53
G0905,6,131.15,786.89
G3853,2,340.3,680.6
G0755,5,108.08,540.39
G0072,7,132.03,924.18
G5659,2,337.84,675.67
G5240,1,331.93,331.93
G4796,2,325.83,651.66
G1161,3,115.13,345.38
G2239,5,116.8,584.0
G4202,2,333.21,666.42
G3848,2,333.76,667.53
G4034,1,321.88,321.88
G1206,6,108.74,652.42
G4665,2,340.16,680.33
G3703,1,338.81,338.81
G0562,8,107.43,859.46
G2572,4,109.67,438.68
G5545,2,332.79,665.58
G0525,5,109.18,545.91
G1339,5,94.37,471.83
G0476,5,102.15,510.77
G2396,4,123.03,492.13
G0966,7,118.63,830.42
G5916,2,333.89,667.79
G4977,1,341.29,341.29
G5915,1,313.44,313.44
G0863,7,114.93,804.51
G0556,5,114.68,573.39
G1290,3,121.06,363.17
G2740,6,115.99,695.94
G4773,1,343.18,343.18
G4471,2,337.86,675.72
G1808,6,121.52,729.14
G1217,5,133.57,667.83
G3826,1,306.99,306.99
G4959,2,335.24,670.49
G3767,3,344.0,1031.99
G2778,5,111.44,557.2
G0144,6,108.97,653.83
G1549,6,119.11,714.63
G0815,7,102.36,716.49
G0953,4,136.84,547.36
G4908,1,335.05,335.05
G5224,2,305.08,610.15
G0705,4,113.6,454.38
G1820,5,112.2,561.02
G0788,6,106.15,636.89
G5117,1,336.61,336.61
G0554,6,140.12,840.69
G0345,5,105.35,526.76
G0457,5,125.89,629.44
G0786,7,109.49,766.46
G3055,2,303.83,607.66
G3495,1,316.11,316.11
G0865,5,111.28,556.41
G0886,7,120.36,842.54
G2216,6,120.04,720.26
G3232,1,339.8,339.8
G5275,1,340.62,340.62
G2378,4,92.51,370.02
G5187,2,345.05,690.1
G4445,1,337.3,337.3
G3446,1,303.91,303.91
G1705,6,120.77,724.64
G4656,1,351.82,351.82
G3565,1,337.05,337.05
G4774,2,350.23,700.46
G3052,2,313.07,626.14
G0750,4,100.26,401.03
G5582,1,336.92,336.92
G2356,6,123.95,743.69
G3438,1,328.37,328.37
G4153,1,323.15,323.15
G4024,2,330.97,661.94
G0691,5,120.33,601.67
G3868,1,331.75,331.75
G1275,7,94.78,663.47
G0721,6,124.96,749.73
G1608,7,119.89,839.25
G3977,2,355.11,710.23
G6000,2,315.81,631.61
G5722,2,314.95,629.9
G5425,2,312.7,625.4
G5006,2,326.82,653.64
G0498,5,114.52,572.6
G1156,7,112.83,789.8
G4824,2,335.58,671.16
G2476,6,131.37,788.2
G5196,2,342.74,685.49
G0059,6,102.98,617.87
G2274,6,121.99,731.94
G3700,1,307.66,307.66
G0807,6,115.35,692.08
G0461,7,131.96,923.7
G3614,3,301.9,905.7
G1330,6,110.98,665.89
G2545,8,111.35,890.78
G4326,2,310.29,620.57
G2160,6,103.7,622.19
G5170,1,328.31,328.31
G3449,1,324.28,324.28
G5126,2,343.49,686.99
G1572,4,112.01,448.03
G0911,5,100.85,504.24
G2103,5,117.48,587.42
G4568,1,339.85,339.85
G3080,2,304.74,609.49
G3166,1,329.04,329.04
G5711,1,360.03,360.03
G3093,1,312.65,312.65
G5759,2,336.21,672.41
G3969,1,330.95,330.95
G2075,5,117.01,585.04
G3750,1,347.29,347.29
G0640,4,119.58,478.31
G3354,2,332.52,665.05
G0143,4,114.01,456.04
G5927,1,366.6,366.6
G4257,1,340.29,340.29
G2807,5,91.96,459.79
G5351,1,309.88,309.88
G4426,2,337.6,675.21
G3659,1,349.57,349.57
G0258,5,107.88,539.39
G2203,6,116.49,698.97
G3478,1,353.86,353.86
G4269,2,327.78,655.55
G0096,4,127.79,511.18
G0074,7,131.32,919.23
G5566,2,329.94,659.88
G2971,4,124.76,499.03
G1268,5,95.04,475.22
G1199,6,90.0,540.0
G3858,1,324.23,324.23
G0202,6,119.25,715.53
G4661,2,351.06,702.13
G0696,5,111.85,559.25
G5585,1,338.33,338.33
G2081,6,105.06,630.38
G1429,5,116.02,580.12
G0485,5,104.89,524.47
G2224,5,105.71,528.56
G0360,5,105.2,526.01
G3734,1,311.32,311.32
G4940,1,339.9,339.9
G2429,7,107.29,751.02
G3675,2,339.38,678.77
G2427,6,124.64,747.83
G4811,2,319.3,638.6
G2057,5,122.09,610.47
G0976,4,116.92,467.66
G3839,1,315.02,315.02
G2528,6,115.13,690.78
G1308,5,122.32,611.6
G2281,4,108.59,434.36
G5707,2,318.62,637.24
G1700,6,110.31,661.85
G2034,6,120.38,722.31
G3045,2,325.48,650.95
G2451,5,110.58,552.91
G1505,5,112.86,564.3
G3769,2,340.55,681.1
G3984,1,333.66,333.66
G4213,1,340.04,340.04
G5424,1,324.87,324.87
G2792,5,90.0,450.0
G5586,2,346.25,692.5
G4835,2,354.68,709.36
G3613,1,322.51,322.51
G5736,1,328.29,328.29
G3310,2,345.49,690.97
G0837,7,127.38,891.64
G2374,6,114.32,685.93
G3567,2,315.2,630.41
G4130,2,312.75,625.51
G5981,1,310.06,310.06
G2830,5,128.62,643.11
G2307,6,113.71,682.26
G3528,1,336.63,336.63
G5505,1,357.94,357.94
G5374,1,326.18,326.18
G0767,5,105.25,526.23
G1849,6,109.38,656.29
G0804,5,116.59,582.97
G2040,4,118.83,475.33
G0335,6,129.0,773.98
G5194,2,320.76,641.52
G2679,6,118.6,711.58
G0108,6,120.72,724.34
G1121,7,108.92,762.46
G0326,4,119.75,479.01
G5953,1,323.97,323.97
G3690,1,334.4,334.4
G1677,7,121.93,853.49
G2550,8,128.28,1026.24
G1062,3,117.79,353.38
G3370,1,335.54,335.54
G4289,2,321.2,642.4
G2991,7,120.38,842.64
G3219,1,316.5,316.5
G2995,5,123.64,618.18
G0042,6,116.57,699.42
G0103,5,131.49,657.47
G1967,5,105.61,528.03
G1784,6,105.22,631.29
G5109,2,327.11,654.22
G3214,1,337.99,337.99
G5610,1,318.77,318.77
G4027,2,333.68,667.36
G4567,1,349.34,349.34
G1699,6,116.26,697.58
G0038,4,116.7,466.82
G3866,2,329.55,659.11
G3240,2,311.81,623.62
G3255,1,333.29,333.29
G2924,5,115.82,579.1
G3421,1,334.38,334.38
G2264,4,119.17,476.7
G4569,2,322.81,645.61
G2960,4,135.54,542.15
G3907,1,339.55,339.55
G0742,4,120.21,480.85
G0194,4,108.82,435.29
G3006,2,312.66,625.33
G2054,5,112.29,561.43
G4937,1,340.3,340.3
G1569,4,129.52,518.08
G0949,5,112.2,561.0
G2001,5,110.76,553.81
G3042,2,334.43,668.87
G2559,6,114.71,688.25
G2546,6,98.29,589.73
G2729,5,116.36,581.79
G3724,1,330.36,330.36
G0102,5,123.56,617.78
G4487,2,326.36,652.73
G3804,3,314.77,944.3
G0134,6,129.95,779.7
G0530,5,104.49,522.43
G1747,6,116.39,698.32
G0223,6,128.71,772.23
G1828,7,122.98,860.86
G5745,3,343.1,1029.29
G2826,7,98.26,687.79
G3697,2,331.86,663.72
G3484,1,334.13,334.13
G3147,2,326.28,652.56
G1944,5,107.72,538.59
G2382,5,108.8,544.01
G2721,7,110.66,774.63
G4697,2,350.67,701.34
G1971,6,130.29,781.72
G4721,1,327.1,327.1
G2180,6,115.16,690.94
G3537,1,318.03,318.03
G1898,7,103.8,726.6
G4971,2,335.66,671.33
G3491,2,333.14,666.28
G1168,6,112.54,675.22
G1249,6,119.93,719.58
G3229,2,303.48,606.96
G3280,2,325.39,650.79
G3458,2,330.79,661.57
G4050,1,336.51,336.51
G0048,7,111.64,781.46
G5306,2,321.76,643.52
G0240,6,124.38,746.27
G2013,5,115.09,575.44
G5028,2,308.75,617.5
G5097,2,310.39,620.79
G3525,2,316.16,632.33
G3009,2,334.58,669.15
G4313,2,321.5,643.0
G5964,1,315.15,315.15
G2448,5,132.68,663.41
G1689,6,100.56,603.38
G1499,7,93.3,653.12
G4783,2,318.88,637.77
G2671,5,139.97,699.87
G3997,2,300.02,600.05
G4421,1,345.84,345.84
G2734,5,113.1,565.48
G2845,6,122.21,733.26
G4852,1,340.39,340.39
G5775,2,349.54,699.09
G5695,1,322.45,322.45
G1226,5,120.2,601.0
G5043,1,326.63,326.63
G5697,3,320.56,961.67
G4612,1,346.83,346.83
G2486,6,122.45,734.71
G5910,2,329.2,658.4
G3349,1,339.14,339.14
G3329,2,333.38,666.76
G3512,2,314.7,629.41
G5369,2,310.65,621.31
G3520,2,323.93,647.86
G0830,5,119.81,599.05
G3989,1,315.29,315.29
G4542,1,332.76,332.76
G1981,5,103.02,515.1
G4654,2,305.02,610.04
G0186,6,128.31,769.83
G4897,2,307.34,614.68
G4491,1,314.88,314.88
G5547,2,333.35,666.71
G3179,2,314.6,629.2
G1501,6,105.41,632.47
G0162,6,119.56,717.35
G5178,2,344.0,688.0
G4023,1,350.42,350.42
G4575,1,313.3,313.3
G1074,4,113.55,454.2
G2833,7,103.97,727.78
G0664,5,118.12,590.62
G3961,2,313.94,627.88
G4194,2,329.73,659.46
G5046,2,342.89,685.78
G0139,6,119.73,718.41
G2127,4,112.26,449.05
G0214,6,130.23,781.39
G4579,1,335.83,335.83
G4522,1,332.18,332.18
G3430,1,360.4,360.4
G4371,2,318.39,636.77
G3755,1,323.13,323.13
G4950,2,363.5,726.99
G3854,1,320.37,320.37
G3998,1,319.42,319.42
G2201,7,111.69,781.85
G4140,2,310.56,621.12
G3865,1,331.73,331.73
G2111,5,110.19,550.97
G4432,1,345.42,345.42
G0394,7,114.24,799.7
G5765,1,328.95,328.95
G0596,5,126.46,632.32
G3646,3,325.61,976.83
G2607,5,102.29,511.45
G0868,6,131.54,789.22
G0259,6,126.87,761.2
G2953,6,107.83,647.01
G0434,6,114.02,684.13
G5435,1,304.81,304.81
G3291,1,319.91,319.91
G0354,5,115.77,578.86
G0174,6,122.76,736.56
G2229,4,121.0,484.01
G0605,6,122.82,736.93
