Guest_ID,Lead_Time_Days,Avg_Daily_Rate_USD,Length_Of_Stay_Days
G_917,3.9,215.6,2.5
G_5003,1.8,75.6,3.6
G_4090,1.0,69.4,1.1
G_5542,5.8,51.9,2.0
G_4686,8.2,81.0,1.6
G_2773,30.0,114.2,8.3
G_1625,5.8,267.4,2.9
G_5670,8.1,90.3,2.7
G_822,5.1,241.1,1.9
G_1368,1.6,224.4,1.8
G_3713,56.3,104.3,8.7
G_5999,5.4,81.5,1.6
G_851,2.1,206.3,1.0
G_1001,5.1,172.3,1.8
G_4653,8.0,51.0,2.7
G_4115,4.3,50.0,3.7
G_1638,3.6,229.3,1.5
G_1668,2.2,234.8,2.4
G_3174,69.1,107.0,6.5
G_4561,4.8,88.2,3.2
G_1348,4.4,259.8,1.0
G_5721,7.4,83.6,1.6
G_3231,44.4,128.9,7.5
G_4211,2.2,73.5,3.6
G_4607,5.6,69.2,1.7
G_3233,63.7,131.4,7.3
G_4902,4.8,77.7,2.3
G_704,1.0,245.6,2.3
G_4782,2.3,69.8,2.6
G_3292,50.4,136.7,8.4
G_3674,55.7,98.0,10.2
G_2409,53.4,117.5,8.7
G_1328,2.8,205.3,2.1
G_5587,3.8,71.9,1.9
G_5697,6.4,73.6,1.7
G_5009,6.3,62.4,2.0
G_987,5.3,216.9,1.9
G_5441,7.5,77.2,2.6
G_5157,2.5,71.6,2.2
G_5308,1.7,82.9,3.5
G_4050,4.1,65.4,1.3
G_3486,50.6,155.9,7.0
G_2475,32.6,139.6,7.5
G_3874,46.5,157.8,5.7
G_1199,3.3,210.7,1.6
G_4182,5.6,90.9,2.9
G_1519,1.5,252.0,1.4
G_1800,3.0,194.6,1.7
G_1015,5.6,205.4,2.0
G_129,3.1,237.9,1.6
G_1365,4.8,202.3,1.9
G_5508,4.7,72.4,2.2
G_892,3.8,166.7,1.4
G_2794,50.9,124.5,7.7
G_5034,7.5,92.4,1.2
G_5716,0.6,66.8,2.8
G_5142,7.2,64.9,4.4
G_3250,37.9,96.5,6.6
G_1209,1.0,242.5,1.5
G_3869,42.7,137.6,7.5
G_4066,5.3,80.8,2.7
G_5130,6.9,59.4,1.0
G_1240,5.4,243.4,2.4
G_2290,55.3,91.9,5.9
G_2741,34.3,115.0,8.5
G_276,3.7,192.9,1.9
G_1036,5.4,231.2,3.2
G_1230,6.3,219.0,2.5
G_1009,4.6,247.1,1.6
G_3829,62.9,140.5,5.8
G_2533,83.1,139.6,6.3
G_1059,3.8,189.9,1.9
G_5518,4.0,81.9,3.1
G_282,4.0,203.1,1.2
G_1044,2.9,225.6,1.6
G_1317,1.4,218.7,1.2
G_969,2.9,174.5,1.9
G_2382,38.4,136.1,8.4
G_4788,0.9,70.8,3.5
G_1940,3.1,200.7,3.1
G_5202,7.9,82.6,2.5
G_1275,4.8,197.1,1.8
G_620,3.3,256.4,1.9
G_4355,6.8,68.8,2.1
G_1743,3.1,228.0,2.0
G_1391,3.7,180.6,1.7
G_4881,5.6,76.7,1.7
G_1580,1.8,193.3,2.0
G_1656,2.6,229.1,1.6
G_3569,77.6,173.1,7.9
G_2353,39.7,138.6,6.8
G_2213,52.9,114.3,8.0
G_5964,5.2,76.5,3.1
G_3179,53.8,109.5,6.5
G_3193,58.8,142.4,6.6
G_1308,3.0,229.0,1.6
G_576,1.0,192.2,1.9
G_2361,73.5,143.1,7.1
G_1281,3.2,198.5,1.7
G_4878,6.6,75.9,1.8
G_4962,7.1,73.7,2.9
G_1994,4.1,238.8,2.3
G_2640,59.4,117.7,7.0
G_270,3.2,218.0,2.5
G_630,4.6,208.0,2.2
G_4445,3.3,70.9,2.2
G_3082,78.7,162.1,9.6
G_3467,55.2,158.7,6.5
G_5234,8.1,71.0,1.9
G_4024,7.3,85.3,2.3
G_2047,60.0,117.4,7.7
G_4711,4.5,62.2,1.6
G_2114,46.9,104.6,7.1
G_028,3.6,251.0,1.9
G_2041,74.3,126.0,7.2
G_3929,64.7,143.8,6.1
G_5422,5.5,71.8,2.2
G_3217,51.1,154.1,8.7
G_3815,61.8,127.3,8.0
G_130,2.2,238.0,2.8
G_4448,2.6,66.3,2.4
G_5889,3.8,86.1,1.0
G_014,1.0,196.5,2.1
G_5143,4.8,57.8,2.0
G_1526,4.6,190.7,1.7
G_2366,86.8,137.0,8.0
G_3053,75.8,128.6,7.6
G_4006,5.4,70.0,4.0
G_2341,46.1,131.7,6.3
G_375,6.2,247.9,2.5
G_4373,6.1,91.2,2.7
G_5153,3.2,62.1,1.4
G_940,2.2,210.2,1.3
G_5745,4.0,66.1,3.5
G_2148,54.4,163.3,6.8
G_3592,69.1,123.8,5.3
G_5444,5.7,79.4,1.0
G_5042,4.0,61.9,2.6
G_3624,49.0,147.8,5.5
G_530,1.6,191.7,1.7
G_3715,79.5,139.1,7.9
G_1270,4.9,236.2,2.4
G_4282,4.1,89.2,2.1
G_1395,2.5,269.3,1.3
G_4010,4.2,94.0,2.6
G_1798,1.8,225.3,1.9
G_2980,30.7,125.5,7.6
G_1442,4.8,204.6,1.7
G_5297,6.1,68.7,3.9
G_5850,7.3,93.8,1.3
G_3812,57.3,116.0,5.1
G_1274,2.5,238.0,2.3
G_1713,1.0,227.0,2.4
G_956,4.7,263.7,1.3
G_4443,3.7,86.2,2.8
G_4795,10.0,81.7,3.2
G_5377,4.1,86.6,3.0
G_404,3.1,213.2,2.2
G_2072,37.4,143.5,5.3
G_5702,2.0,79.1,2.6
G_1978,4.4,256.2,2.3
G_159,1.2,252.0,1.7
G_3889,68.8,135.1,6.7
G_903,3.0,205.8,1.5
G_353,4.3,237.1,1.9
G_4131,8.9,81.9,2.6
G_755,1.6,218.2,1.7
G_2972,59.2,159.6,6.7
G_5971,4.5,95.6,2.6
G_2921,63.9,163.7,9.4
G_312,4.6,264.9,1.1
G_662,2.2,197.6,1.9
G_1990,3.6,200.6,1.8
G_3666,69.6,155.5,5.9
G_307,4.9,235.2,1.7
G_2336,61.3,137.8,6.9
G_2357,92.2,128.9,7.7
G_3703,50.1,141.7,4.5
G_3805,57.6,146.5,7.1
G_1928,2.6,231.6,2.1
G_3428,42.4,117.8,6.1
G_750,1.0,214.9,2.0
G_3639,81.5,117.8,6.7
G_5244,1.0,81.2,3.8
G_1267,2.8,198.0,2.5
G_5918,2.1,74.8,2.6
G_5300,2.0,76.7,3.7
G_3596,50.1,121.0,8.3
G_2135,48.0,99.4,5.4
G_4110,4.3,52.7,2.5
G_515,2.1,216.9,1.9
G_5362,2.5,75.7,3.3
G_410,3.8,191.3,2.4
G_4476,7.8,79.9,2.4
G_5976,4.3,75.6,2.6
G_5931,5.4,63.2,1.6
G_5194,1.4,82.9,2.0
G_208,3.8,228.9,1.0
G_459,2.2,232.5,1.2
G_2055,65.1,119.2,5.3
G_2431,50.6,114.7,6.4
G_251,1.1,216.8,2.5
G_5120,6.0,96.0,2.9
G_1108,1.4,234.3,2.0
G_4863,6.1,71.8,2.6
G_1714,4.3,166.7,2.2
G_3912,68.5,149.4,5.0
G_716,4.7,167.5,2.0
G_553,4.8,266.8,2.4
G_1440,4.1,227.3,2.0
G_2271,54.6,100.5,6.4
G_3145,64.6,121.4,8.8
G_5744,2.5,77.9,1.6
G_1926,1.6,211.6,1.6
G_635,1.5,262.5,1.7
G_317,4.0,241.0,1.4
G_5637,3.9,95.1,2.9
G_428,4.0,218.4,1.6
G_4454,3.9,83.0,1.9
G_106,3.6,261.1,2.1
G_3042,53.8,135.9,5.3
G_4239,7.0,84.9,3.4
G_2170,66.6,127.7,6.2
G_1710,1.5,221.0,2.9
G_090,3.8,256.3,1.8
G_2242,45.9,129.8,6.0
G_3175,80.6,152.1,8.0
G_4479,6.1,67.9,3.4
G_1950,2.9,188.0,1.3
G_4045,8.3,76.2,2.5
G_2849,97.9,120.0,6.6
G_002,2.8,216.4,2.0
G_4338,6.1,69.8,2.2
G_936,2.2,256.8,2.3
G_5134,5.0,75.3,2.3
G_2721,68.5,123.8,6.7
G_592,2.3,208.6,2.1
G_4909,6.3,87.9,2.8
G_2937,81.7,110.2,8.0
G_2449,30.0,114.3,6.5
G_1577,1.0,199.2,1.7
G_5005,4.7,67.5,1.8
G_214,4.0,208.7,1.1
G_779,2.9,218.5,1.5
G_3497,52.3,154.9,6.3
G_4706,6.9,91.5,2.7
G_2044,54.7,148.9,7.2
G_5439,6.9,76.0,2.1
G_1568,3.8,246.9,2.3
G_166,3.6,194.6,2.4
G_3567,54.6,110.3,7.3
G_4591,2.7,61.6,1.4
G_2014,76.4,128.9,6.3
G_274,3.0,220.9,1.5
G_3861,90.8,142.1,7.6
G_4168,4.8,80.2,1.9
G_4789,3.0,71.5,2.2
G_3789,59.1,98.7,9.4
G_395,4.8,217.9,2.4
G_584,6.4,250.6,2.4
G_5981,7.6,55.0,3.2
G_5565,3.6,94.2,2.2
G_5741,4.9,61.1,4.1
G_521,1.0,224.4,1.8
G_1764,1.0,240.6,1.3
G_1876,5.1,249.8,1.5
G_3966,53.1,140.0,7.1
G_3345,53.2,130.6,7.2
G_2254,64.5,109.5,5.8
G_3225,59.8,100.1,8.3
G_527,1.0,230.5,1.3
G_2947,32.4,126.0,6.0
G_3900,52.7,148.9,8.6
G_693,1.4,219.0,2.5
G_5675,4.6,67.6,3.9
G_3634,70.6,116.2,7.6
G_1051,2.1,185.7,2.4
G_591,3.1,250.9,1.7
G_520,4.1,198.7,1.6
G_3381,74.0,130.0,7.7
G_3677,56.8,109.5,7.0
G_4938,6.4,75.0,4.5
G_1608,5.4,247.0,1.8
G_3611,63.5,132.6,8.0
G_5813,5.6,69.7,2.2
G_1810,4.3,240.3,1.9
G_792,3.3,206.1,1.8
G_793,3.4,209.7,1.9
G_4928,5.7,81.0,2.2
G_1856,2.0,216.2,1.1
G_1981,1.5,254.1,1.5
G_3234,70.9,127.3,6.8
G_3599,74.9,141.4,6.1
G_934,1.0,243.9,2.6
G_3964,71.0,125.3,5.5
G_5573,5.2,78.3,2.4
G_4180,5.8,70.1,2.3
G_4027,2.7,71.6,2.8
G_4117,5.3,80.4,3.2
G_989,2.7,191.7,2.1
G_4627,4.8,70.6,1.3
G_3454,75.3,134.6,5.5
G_5478,3.0,83.8,2.3
G_3779,56.6,146.7,6.5
G_5350,3.8,58.5,2.4
G_3094,77.9,155.6,7.2
G_3156,30.0,120.7,8.7
G_3202,61.0,120.5,4.8
G_4840,5.7,83.1,1.8
G_1099,4.4,216.8,1.6
G_4980,3.2,80.4,2.6
G_2845,96.6,138.7,6.4
G_887,3.9,206.8,1.6
G_5919,6.5,69.1,2.6
G_4652,2.3,63.4,3.4
G_516,4.1,228.2,1.5
G_5785,3.6,82.2,2.2
G_1454,6.9,206.0,1.4
G_3554,42.7,125.5,8.7
G_3610,59.3,140.0,5.9
G_2507,79.0,151.0,6.4
G_2995,50.5,129.6,5.0
G_4000,91.2,142.9,5.6
G_5689,3.7,78.3,1.0
G_907,1.0,209.6,1.8
G_029,2.1,225.2,2.8
G_2508,67.4,113.2,4.2
G_2429,80.3,94.4,8.7
G_763,6.8,242.4,2.3
G_3748,64.4,106.9,4.0
G_285,6.2,208.4,1.6
G_687,2.6,231.7,1.6
G_2354,71.0,145.4,5.7
G_4826,6.0,79.5,2.7
G_022,2.7,226.9,1.3
G_2753,56.0,142.4,4.0
G_886,5.8,207.5,1.8
G_918,3.3,236.7,1.8
G_1041,5.5,235.3,2.2
G_1266,1.0,268.5,1.6
G_5188,7.4,82.0,1.9
G_278,2.1,191.3,1.5
G_2085,58.6,100.8,7.9
G_1246,1.2,239.3,2.0
G_2383,52.3,131.9,5.6
G_572,5.5,183.8,1.9
G_1436,3.4,242.2,1.7
G_3903,65.8,107.7,4.0
G_1248,1.8,201.7,1.2
G_3527,75.2,106.2,7.4
G_2515,62.2,121.4,7.2
G_1008,4.0,181.3,2.2
G_5193,4.0,76.1,2.8
G_2065,62.7,112.4,5.0
G_5749,9.4,84.9,3.6
G_1691,3.9,233.3,2.0
G_5590,5.4,60.3,3.3
G_1986,3.8,167.9,1.7
G_295,3.5,199.2,2.6
G_1548,3.5,256.7,2.2
G_2013,63.0,127.7,5.0
G_589,4.2,200.0,1.8
G_3330,52.9,142.1,6.3
G_2404,67.6,126.6,7.0
G_2130,38.2,135.6,5.3
G_3999,84.8,139.9,6.8
G_5251,3.9,78.6,1.1
G_3742,57.9,106.7,6.8
G_3509,48.0,121.9,8.8
G_2720,72.9,114.0,7.3
G_5462,5.4,82.8,2.0
G_5468,5.1,68.9,1.8
G_557,2.3,154.1,1.5
G_2470,50.0,118.7,8.4
G_3739,63.2,148.5,5.2
G_4287,5.5,80.9,2.0
G_4933,6.9,74.1,1.6
G_1717,3.5,300.0,2.2
G_2605,59.1,142.3,7.3
G_4944,7.6,62.2,2.6
G_1705,3.6,216.5,1.8
G_2140,74.3,136.9,5.1
G_3240,45.0,105.7,7.2
G_2384,58.1,154.9,7.1
G_4312,5.9,68.8,1.1
G_1286,1.0,257.6,2.2
G_5106,0.7,93.6,1.5
G_5358,3.5,71.5,1.9
G_3931,69.1,115.9,6.3
G_4538,5.6,65.8,3.2
G_1592,1.0,235.1,1.9
G_5311,3.8,74.8,2.1
G_2163,41.2,145.8,7.4
G_2397,61.8,148.5,6.3
G_318,2.5,204.6,2.6
G_5384,6.9,63.8,2.2
G_3112,62.5,140.8,8.4
G_4037,4.5,87.2,2.9
G_796,4.6,198.8,1.4
G_3021,90.7,133.8,7.8
G_1712,2.8,187.1,1.5
G_3388,64.7,164.9,8.1
G_037,3.3,229.8,2.3
G_914,5.4,238.9,2.1
G_3973,50.2,146.9,5.6
G_4134,5.7,64.8,1.0
G_975,2.3,242.8,1.3
G_984,2.9,227.2,1.9
G_5210,7.5,74.2,2.4
G_1419,5.3,187.7,1.7
G_1561,3.0,225.8,1.5
G_4136,5.9,80.6,2.6
G_4266,5.3,71.2,3.3
G_1356,1.0,215.9,2.4
G_5692,3.6,61.0,2.5
G_988,4.3,222.3,2.0
G_2683,70.7,96.3,6.7
G_1641,3.0,207.6,2.4
G_1291,3.6,255.5,2.8
G_3682,47.9,102.3,6.6
G_1381,4.0,274.1,1.7
G_1934,2.8,239.0,1.0
G_5046,8.1,74.9,1.7
G_3161,64.1,119.2,9.0
G_2031,35.5,121.7,8.2
G_893,4.6,239.2,1.7
G_4070,8.0,65.8,3.0
G_4256,3.6,71.8,2.3
G_003,4.0,200.2,2.0
G_2110,49.1,138.3,9.0
G_850,2.2,206.5,2.2
G_2738,65.0,125.2,5.5
G_2467,47.3,142.1,5.8
G_1915,1.0,182.5,1.9
G_1597,3.9,195.7,2.2
G_1914,3.8,198.9,2.2
G_5653,7.7,80.0,3.5
G_2737,72.2,134.1,9.3
G_727,3.0,245.3,2.1
G_054,3.9,212.4,2.1
G_1797,2.5,215.9,3.5
G_3846,82.0,125.2,6.8
G_2554,48.8,130.2,4.8
G_2801,45.8,113.7,6.1
G_937,1.5,204.9,2.0
G_4942,5.8,76.1,2.4
G_825,2.3,218.7,2.0
G_4322,6.6,70.3,1.5
G_3402,68.6,122.1,5.9
G_1390,1.9,223.5,1.0
G_3565,65.4,139.4,8.6
G_885,4.0,151.3,2.3
G_1869,1.4,223.5,1.7
G_011,2.3,179.8,2.0
G_3416,33.6,112.1,6.0
G_1464,1.7,245.6,1.6
G_807,3.3,218.0,1.6
G_4716,5.2,50.0,2.4
G_4069,6.0,65.1,1.1
G_2109,68.0,152.1,6.9
G_5063,5.9,80.6,2.1
G_5947,11.6,86.6,2.7
G_2235,56.7,151.1,4.8
G_964,4.1,193.6,2.2
G_4495,5.2,83.4,2.7
G_2633,54.1,160.3,6.5
G_705,1.0,226.2,2.3
G_432,1.0,194.5,1.0
G_4389,3.9,76.0,2.9
G_146,4.2,257.2,1.0
G_2034,46.6,145.7,6.2
G_5031,6.0,65.4,2.6
G_1166,6.7,176.2,2.5
G_3501,85.9,124.6,7.8
G_2051,80.7,108.4,4.3
G_3761,79.7,101.6,7.1
G_2625,50.2,150.4,8.8
G_4485,2.9,78.1,1.9
G_4436,4.5,96.3,2.6
G_4779,0.0,73.8,2.5
G_4649,1.4,99.2,2.8
G_4362,6.9,77.2,2.0
G_2425,51.7,142.3,5.6
G_1263,3.8,197.4,2.1
G_1772,5.5,207.6,1.9
G_3512,96.1,109.6,7.1
G_272,1.0,207.8,1.7
G_245,1.2,260.4,2.0
G_5821,5.6,73.6,2.3
G_4573,5.6,77.0,3.6
G_2033,67.5,158.2,7.8
G_4741,1.9,80.4,2.7
G_814,3.3,212.0,1.6
G_3811,68.7,118.7,5.8
G_4869,6.0,83.5,2.9
G_1805,1.0,197.7,2.6
G_4347,5.4,68.2,2.5
G_2462,41.0,86.8,5.5
G_546,1.8,230.8,2.3
G_3242,53.3,128.7,8.7
G_739,5.5,258.9,1.3
G_311,2.7,212.0,2.0
G_3522,36.2,169.6,4.0
G_1132,3.6,219.1,2.4
G_5907,4.7,88.7,2.9
G_4112,6.5,70.3,3.1
G_2770,50.6,145.6,10.0
G_921,4.6,202.0,2.8
G_3588,72.3,141.6,5.6
G_3960,54.3,138.5,8.6
G_039,1.0,219.4,2.0
G_4460,4.9,68.6,3.8
G_4279,5.5,82.4,3.7
G_2984,49.9,146.5,7.8
G_5986,3.7,83.8,3.4
G_2668,56.8,116.3,8.4
G_3224,106.8,99.4,4.5
G_1183,4.4,192.4,1.9
G_615,6.7,235.0,2.0
G_5890,4.1,91.7,3.7
G_1467,5.5,209.7,2.1
G_4498,6.5,98.2,3.1
G_3043,66.9,138.1,6.7
G_935,3.7,241.9,1.8
G_2420,56.6,119.8,7.0
G_5412,5.8,82.7,1.5
G_4857,6.4,73.3,2.3
G_827,5.4,251.2,2.0
G_1522,3.9,157.7,1.7
G_2931,48.3,122.7,6.4
G_4233,3.3,62.5,3.3
G_629,3.1,208.9,2.5
G_4431,7.7,58.5,2.9
G_3854,68.1,117.2,7.7
G_391,1.7,173.8,2.3
G_4346,6.7,72.5,3.1
G_5851,3.2,93.3,1.8
G_3991,78.1,158.7,6.2
G_401,1.0,202.0,2.2
G_3360,89.2,136.2,7.4
G_047,2.3,220.0,2.4
G_5754,5.2,78.7,3.1
G_5910,7.6,73.5,3.2
G_3643,53.4,135.3,9.3
G_3727,40.7,130.0,7.8
G_5825,9.1,92.5,3.4
G_2422,47.7,148.9,7.6
G_1751,1.0,205.4,2.0
G_5799,8.0,67.5,2.5
G_4908,2.6,82.9,2.6
G_4063,3.8,66.3,3.8
G_339,3.6,220.2,1.0
G_216,4.1,226.6,2.3
G_3664,69.9,134.5,6.1
G_1342,3.0,213.9,2.2
G_5485,3.7,79.3,3.5
G_3895,31.0,127.3,6.4
G_3641,30.0,96.0,7.6
G_330,3.9,241.2,1.8
G_3005,70.6,126.9,8.6
G_5732,4.9,61.0,1.0
G_3116,53.5,148.2,7.7
G_5802,1.5,79.4,2.5
G_2323,54.2,166.2,8.6
G_4198,5.3,70.6,2.1
G_3550,85.2,88.9,5.6
G_1459,4.9,220.5,1.5
G_172,1.8,218.1,1.9
G_4204,6.0,76.7,4.7
G_5021,4.7,81.8,3.2
G_3570,51.2,122.4,6.0
G_4227,2.3,93.0,4.0
G_4889,5.2,88.0,2.2
G_4937,6.9,77.1,2.1
G_939,3.4,179.0,2.5
G_061,2.3,241.3,2.4
G_1241,2.4,220.3,1.9
G_5010,4.3,70.1,3.3
G_2121,58.3,152.8,10.8
G_1525,2.4,205.5,1.6
G_154,3.3,225.8,1.6
G_482,1.6,263.0,2.1
G_4461,1.9,63.6,2.3
G_3921,79.7,109.4,8.1
G_1763,3.1,199.7,1.5
G_751,1.6,263.9,2.6
G_1786,1.0,206.2,2.3
G_4502,3.0,75.2,3.2
G_2712,81.4,120.9,10.2
G_4846,5.1,65.4,2.8
G_4194,6.6,86.2,2.2
G_1334,5.2,234.4,2.6
G_5336,7.5,63.5,2.6
G_2855,60.3,127.0,5.8
G_187,3.7,184.4,3.2
G_1137,4.8,243.8,2.2
G_2059,99.6,133.7,7.7
G_5023,4.6,88.1,2.9
G_149,3.8,217.4,1.7
G_4125,6.8,96.4,3.2
G_3364,51.7,132.8,7.1
G_2867,76.4,135.6,7.3
G_3777,75.6,138.0,4.9
G_1387,5.0,199.6,2.7
G_5672,5.1,77.4,3.3
G_4960,2.5,77.8,3.2
G_3630,65.9,170.8,9.7
G_5397,5.6,91.5,2.5
G_3029,42.6,135.9,7.5
G_2970,72.4,159.9,7.7
G_5208,5.1,79.5,3.2
G_1709,2.8,230.6,1.6
G_2954,50.0,119.1,7.5
G_455,2.2,237.1,2.6
G_610,5.2,251.9,1.6
G_4264,3.9,84.1,2.4
G_5082,4.3,74.3,2.4
G_2075,85.6,88.6,8.4
G_4053,7.2,66.9,1.3
G_4874,5.1,84.8,3.6
G_1623,4.4,170.5,1.5
G_4684,1.8,87.2,1.4
G_5253,3.2,79.8,3.0
G_041,4.1,202.6,2.1
G_2090,59.4,119.6,9.3
G_3925,55.2,130.9,6.3
G_2176,56.1,152.4,6.7
G_075,1.0,204.6,1.8
G_5926,3.8,70.1,2.4
G_5917,0.0,59.1,4.1
G_2658,83.0,163.0,5.7
G_3181,64.7,128.1,4.0
G_2077,40.8,128.3,6.0
G_442,3.0,254.5,2.1
G_2052,75.3,106.5,8.0
G_2542,30.0,102.8,7.3
G_1302,4.5,196.6,1.8
G_3431,60.6,147.3,6.6
G_1305,3.8,247.5,1.9
G_237,1.0,220.4,2.7
G_4996,3.9,65.9,2.6
G_2600,86.1,136.9,7.5
G_4617,8.4,68.8,2.7
G_2574,53.0,154.3,7.6
G_3281,48.4,152.9,10.2
G_3187,30.0,95.8,8.5
G_3954,39.2,110.8,4.0
G_2769,84.8,131.0,8.2
G_4224,5.9,80.5,3.0
G_2107,95.1,129.2,7.8
G_2680,51.8,97.9,8.2
G_2762,57.1,104.1,7.7
G_4689,7.3,87.0,2.8
G_1388,5.3,222.0,1.2
G_5632,1.4,69.7,4.3
G_5427,3.0,79.2,2.3
G_1280,2.5,233.9,2.0
G_5880,4.0,84.0,1.7
G_1556,3.6,219.2,1.3
G_5423,3.8,88.9,2.5
G_3191,62.4,111.2,6.8
G_4567,6.1,67.8,1.9
G_4803,4.5,54.3,2.5
G_5627,3.7,71.9,3.7
G_3595,81.7,132.1,7.0
G_1921,1.0,266.4,2.6
G_514,1.6,213.6,1.5
G_4178,3.3,56.2,3.9
G_1309,4.6,264.0,1.6
G_915,2.9,237.1,1.4
G_3453,44.0,117.5,4.3
G_3696,81.8,114.1,5.5
G_4243,6.3,57.5,2.4
G_3157,77.5,136.3,6.4
G_2199,55.5,174.1,8.9
G_775,3.9,207.7,1.0
G_4426,3.8,95.0,3.3
G_944,2.9,215.2,1.6
G_823,6.4,218.8,1.6
G_4278,5.5,64.2,2.2
G_165,4.4,259.5,1.8
G_4548,5.3,74.9,1.7
G_3984,88.3,134.9,6.5
G_2539,52.3,136.6,4.3
G_5725,3.6,76.6,2.5
G_1312,4.2,231.2,2.6
G_5839,4.7,82.4,3.1
G_4998,3.9,88.1,4.2
G_5569,3.8,57.0,1.4
G_3301,50.1,138.4,7.3
G_3311,53.2,168.5,6.8
G_328,4.2,210.3,2.5
G_2491,61.6,155.3,5.5
G_5621,7.9,83.0,1.9
G_4409,3.3,66.5,2.7
G_833,1.5,259.1,2.3
G_3080,57.7,96.3,9.3
G_3463,42.3,128.1,6.1
G_5254,4.2,77.9,2.8
G_055,4.5,186.4,1.5
G_4065,6.3,74.5,3.4
G_3452,67.1,138.3,5.7
G_1902,2.5,216.7,1.0
G_1482,2.4,154.9,2.2
G_4151,0.6,73.2,2.5
G_3336,64.5,126.3,5.5
G_947,1.0,222.1,1.6
G_3294,45.3,138.1,9.8
G_2162,73.1,147.6,6.7
G_5077,5.8,58.0,3.1
G_3058,59.6,127.7,6.0
G_769,2.1,207.1,2.5
G_5641,4.4,77.0,3.3
G_3496,52.5,105.8,6.9
G_286,1.0,231.6,2.1
G_5927,1.0,65.4,2.5
G_4525,3.5,87.2,1.8
G_5333,6.0,90.2,2.6
G_2333,53.4,133.0,9.8
G_2718,58.8,132.9,8.1
G_2080,80.0,156.7,5.4
G_3390,72.5,146.2,6.6
G_723,1.0,193.5,2.0
G_952,3.5,239.4,2.6
G_5584,7.7,60.2,2.7
G_2263,57.6,126.2,7.9
G_990,3.0,280.3,3.2
G_3213,40.6,154.3,8.0
G_1760,5.0,219.4,2.4
G_4920,2.8,64.9,2.7
G_4423,2.6,72.4,1.3
G_1725,1.6,204.4,1.8
G_342,3.4,230.5,2.1
G_3702,43.3,138.9,7.9
G_4244,6.8,73.2,1.0
G_689,4.1,238.9,1.3
G_3433,66.9,124.4,4.0
G_967,2.0,228.8,1.5
G_5667,8.5,81.9,3.5
G_2204,88.0,114.0,7.1
G_2714,64.3,123.4,4.1
G_4758,3.4,66.9,2.8
G_5733,8.0,81.3,2.7
G_5943,0.0,71.3,2.1
G_3573,50.4,120.2,6.4
G_4806,1.5,68.4,1.6
G_1991,4.2,177.8,2.3
G_4121,6.9,50.0,3.3
G_4760,4.5,77.2,2.3
G_4915,4.4,85.4,2.7
G_5554,6.5,72.1,3.8
G_5794,5.4,81.2,2.2
G_3601,58.1,86.0,4.2
G_5473,1.9,85.8,1.3
G_5972,6.5,64.3,1.7
G_4939,1.0,67.5,2.2
G_386,3.2,201.0,1.8
G_5229,3.8,71.6,2.4
G_5475,2.0,66.2,3.1
G_537,1.7,244.4,2.1
G_5622,5.7,67.5,2.7
G_4213,0.7,86.6,3.5
G_3508,48.4,144.5,6.5
G_202,3.8,215.2,1.5
G_1333,2.7,259.7,2.1
G_3503,71.3,133.5,7.9
G_2709,81.9,158.3,6.7
G_4663,3.2,72.1,2.7
G_4022,6.1,65.9,4.5
G_1855,4.5,210.9,1.3
G_5359,2.0,67.3,3.1
G_2873,39.8,94.6,8.0
G_3031,39.5,129.8,6.1
G_1206,3.1,203.1,2.4
G_1646,3.6,192.1,1.1
G_3418,46.3,137.7,6.2
G_3477,30.0,135.4,8.8
G_2862,87.7,132.7,5.0
G_1793,2.8,226.4,2.1
G_3798,55.2,137.5,5.9
G_3369,40.7,149.5,5.1
G_3368,53.0,156.7,9.6
G_3534,53.4,118.1,4.6
G_5260,6.1,59.7,2.9
G_3450,56.2,144.8,4.5
G_604,5.0,190.3,2.7
G_3057,55.9,126.3,5.7
G_5213,5.3,82.9,3.3
G_127,1.5,190.5,1.6
G_3877,51.1,167.9,6.7
G_2936,67.2,129.0,5.4
G_4452,7.8,76.5,4.0
G_3532,69.2,154.6,7.6
G_2731,85.2,121.0,4.6
G_828,2.2,218.4,2.4
G_1640,1.4,231.4,2.1
G_985,3.0,178.6,2.3
G_3282,80.5,132.1,6.5
G_5963,5.8,59.3,1.5
G_2189,59.7,143.6,7.4
G_5524,4.3,63.9,3.9
G_2444,73.5,103.8,6.1
G_363,2.8,181.9,2.1
G_2350,49.2,155.7,6.7
G_346,3.3,247.4,2.0
G_815,4.5,265.8,2.2
G_4808,4.4,68.7,3.6
G_3206,62.4,95.9,6.9
G_5415,4.7,67.0,2.1
G_5750,6.2,69.4,2.9
G_3326,70.6,137.2,8.4
G_4107,4.7,93.2,2.6
G_2117,72.3,109.7,7.7
G_1835,2.1,195.7,2.1
G_794,1.1,196.8,2.1
G_5936,4.2,86.0,1.8
G_2675,74.0,123.2,4.8
G_095,2.4,246.0,2.6
G_4226,7.7,92.0,3.4
G_3757,45.7,145.5,7.1
G_2892,112.9,140.6,7.7
G_2372,57.2,111.7,6.7
G_4966,3.8,73.0,1.9
G_5668,8.1,53.9,3.6
G_3229,62.4,94.6,6.6
G_5343,3.9,82.8,1.9
G_2854,34.1,90.0,6.4
G_2913,49.7,125.5,4.8
G_1866,1.0,201.8,1.7
G_4613,1.9,85.0,2.2
